Theta_AF3,Theta_T7,Theta_PZ,Theta_T8,Theta_AF4,Alpha_AF3,Alpha_T7,Alpha_PZ,Alpha_T8,Alpha_AF4,BetaL_AF3,BetaL_T7,BetaL_PZ,BetaL_T8,BetaL_AF4,BetaH_AF3,BetaH_T7,BetaH_PZ,BetaH_T8,BetaH_AF4,Gamma_AF3,Gamma_T7,Gamma_PZ,Gamma_T8,Gamma_AF4,Command
117.138,119.029,87.891,148.409,86.889,33.424,35.728,20.741,30.053,31.841,15.622,14.15,10.775,10.113,14.851,4.548,4.971,3.484,5.22,5.398,2.005,2.142,1.211,2.722,2.156,1
86.658,84.878,61.112,104.536,63.804,22.28,24.577,14.052,18.275,20.884,11.707,9.422,7.932,7.096,10.724,3.049,3.631,2.477,3.63,3.676,1.383,1.388,0.951,1.831,1.423,1
33.464,29.26,23.454,37.73,25.626,7.686,8.79,4.856,5.459,8.184,4.754,3.345,3.488,2.7,4.442,1.203,1.497,1.172,1.501,1.649,0.713,0.569,0.616,0.95,0.877,1
15.888,11.996,13.058,16.665,13.631,3.836,4.227,2.328,2.262,4.91,2.449,1.743,2.164,1.371,2.495,0.696,0.807,0.805,0.886,1.08,0.536,0.345,0.524,0.718,0.83,1
3.729,1.579,8.251,2.823,9.062,2.19,1.632,1.503,1.266,3.924,0.921,1.098,1.405,0.6,1.466,0.451,0.328,0.56,0.521,0.896,0.429,0.217,0.475,0.575,0.971,1
2.063,0.791,7.118,1.619,21.58,1.992,1.098,2.305,2.077,6.319,0.753,1.074,1.232,0.483,2.652,0.524,0.264,0.427,0.433,1.613,0.377,0.222,0.438,0.539,1.055,1
1.723,0.7,5.95,1.557,30.7,1.758,0.882,2.606,2.421,7.828,0.721,0.956,1.132,0.463,3.611,0.597,0.262,0.383,0.409,2.229,0.336,0.224,0.403,0.504,1.064,1
1.789,0.889,3.965,2.495,41.928,1.305,0.698,2.694,2.693,9.05,0.715,0.7,0.964,0.556,5.137,0.751,0.274,0.399,0.461,3.409,0.264,0.243,0.323,0.403,1.184,1
1.873,1.04,3.285,3.028,39.591,1.157,0.688,2.519,2.6,8.256,0.722,0.647,0.862,0.623,5.426,0.794,0.27,0.434,0.526,3.665,0.252,0.278,0.295,0.357,1.34,1
1.876,1.182,2.27,3.461,24.114,1.207,0.642,2.123,2.168,5.025,0.735,0.716,0.64,0.664,5.287,0.79,0.229,0.459,0.651,3.264,0.308,0.407,0.285,0.321,1.787,1
1.867,1.236,2.053,3.08,11.848,1.776,0.657,2.125,1.674,3.321,0.86,0.952,0.546,0.591,4.932,0.704,0.194,0.383,0.668,2.353,0.45,0.601,0.315,0.392,2.104,1
1.959,1.321,2.377,2.955,10.203,2.143,0.766,2.213,1.448,3.714,1.034,1.115,0.555,0.569,4.734,0.66,0.207,0.341,0.617,2.027,0.528,0.704,0.328,0.465,2.1,1
2.304,1.554,2.926,3.059,10.55,2.71,1.163,2.192,1.115,5.077,1.523,1.384,0.565,0.616,3.976,0.642,0.274,0.358,0.468,1.734,0.649,0.857,0.326,0.634,1.735,1
2.642,1.596,2.94,3.114,10.372,2.792,1.381,2.044,1.027,5.099,1.756,1.401,0.518,0.666,3.412,0.692,0.312,0.434,0.447,1.695,0.699,0.883,0.313,0.725,1.472,1
3.877,1.982,2.631,4.128,10.483,2.641,2.017,1.825,1.197,3.635,2.16,1.262,0.4,1.011,2.401,0.891,0.462,0.672,0.71,1.797,0.833,0.84,0.302,1.081,1.158,1
5.756,10.277,3.014,8.183,14.554,2.599,3.914,2.522,1.973,1.855,2.427,1.967,0.463,1.882,2.206,1.037,0.929,0.936,1.388,2.104,0.983,0.763,0.384,1.878,1.314,1
6.49,20.361,3.515,10.996,17.689,2.648,5.468,3.114,2.451,1.341,2.416,3.049,0.562,2.344,2.43,1.043,1.279,1.049,1.739,2.246,1.021,0.737,0.461,2.327,1.475,1
6.445,48.328,4.648,16.143,21.343,2.559,8.748,3.669,3.196,1.094,2.033,5.91,0.766,2.727,3.142,0.986,1.946,1.164,2.074,2.334,0.991,0.698,0.618,2.779,1.65,1
4.548,69.071,4.616,17.767,19.235,2.08,10.311,2.72,3.54,1.902,1.543,7.324,0.911,2.317,3.839,0.978,2.194,1.083,1.952,2.296,0.943,0.661,0.669,2.439,1.467,1
3.521,70.451,4.453,17.02,18.335,1.847,9.932,1.978,3.633,3.436,1.406,6.933,0.95,2.014,4.194,1.013,2.112,0.981,1.86,2.351,0.951,0.647,0.647,2.152,1.286,1
2.186,54.591,4.337,14.047,21.71,1.976,7.229,0.898,3.668,9.751,1.462,4.642,0.916,1.615,4.765,1.208,1.7,0.757,1.751,2.587,0.98,0.632,0.58,1.775,0.933,1
2.042,42.21,4.446,14.471,24.927,2.467,5.47,0.677,3.574,13.557,1.661,3.499,0.833,1.588,4.84,1.38,1.513,0.682,1.747,2.706,0.968,0.635,0.564,1.702,0.827,1
3.005,24.222,4.276,33.828,27.758,3.825,4.149,0.591,3.199,17.799,2.293,3.573,0.593,2.119,4.296,1.769,1.878,0.638,2.007,2.77,0.902,0.865,0.557,1.618,0.817,1
4.491,26.497,3.266,73.764,24.929,4.288,7.325,0.662,3.264,14.983,2.649,6.999,0.493,3.29,3.657,1.867,3.63,0.668,2.63,2.687,0.847,1.622,0.534,1.54,0.941,1
4.785,32.378,2.614,88.615,22.91,3.887,9.518,0.749,3.626,12.06,2.496,8.964,0.536,3.749,3.876,1.702,4.67,0.696,2.868,2.621,0.813,2.07,0.514,1.504,0.969,1
4.812,36.664,2.139,86.468,19.613,2.361,11.043,1.068,4.643,7.159,1.743,10.549,0.839,3.769,5.363,1.133,5.82,0.813,2.762,2.381,0.698,2.538,0.468,1.359,0.902,1
Theta_AF3,Theta_T7,Theta_PZ,Theta_T8,Theta_AF4,Alpha_AF3,Alpha_T7,Alpha_PZ,Alpha_T8,Alpha_AF4,BetaL_AF3,BetaL_T7,BetaL_PZ,BetaL_T8,BetaL_AF4,BetaH_AF3,BetaH_T7,BetaH_PZ,BetaH_T8,BetaH_AF4,Gamma_AF3,Gamma_T7,Gamma_PZ,Gamma_T8,Gamma_AF4,Command
4.662,1.943,4.942,4.314,6.662,1.641,1.46,1.457,2.948,2.936,1.545,0.894,0.878,1.479,2.346,0.665,0.348,0.432,0.411,0.756,0.178,0.312,0.227,0.286,0.34,0
3.689,1.629,5.707,4.316,5.987,1.97,1.721,1.755,2.937,2.852,1.169,1.103,0.975,1.22,1.584,0.616,0.35,0.363,0.45,0.788,0.178,0.332,0.288,0.292,0.314,0
3.276,1.441,5.828,4.01,6.288,2.157,1.672,1.924,2.698,2.696,1.064,1.122,1.039,1.066,1.33,0.618,0.354,0.359,0.503,0.858,0.198,0.333,0.332,0.297,0.321,0
2.609,1.284,5.425,3.105,7.498,2.556,1.434,2.885,2.147,2.543,1.081,1.096,1.226,0.917,1.249,0.653,0.382,0.367,0.615,1.007,0.281,0.339,0.399,0.323,0.407,0
2.313,1.432,4.981,2.713,7.547,2.882,1.421,3.849,1.985,2.809,1.13,1.122,1.349,0.919,1.359,0.692,0.411,0.381,0.647,1.083,0.331,0.362,0.405,0.356,0.502,0
2.285,1.969,3.875,2.426,5.607,4.032,1.846,5.985,2.049,4.455,1.162,1.296,1.512,0.884,1.815,0.871,0.473,0.45,0.656,1.435,0.405,0.467,0.361,0.521,0.776,0
3.568,2.196,2.902,2.646,3.354,5.205,2.409,6.486,2.762,6.545,1.086,1.38,1.541,0.767,2.494,1.102,0.475,0.533,0.594,2.083,0.411,0.58,0.284,0.784,0.957,0
4.39,2.046,2.419,2.761,2.927,5.281,2.459,5.855,3.274,7.024,0.99,1.29,1.542,0.759,2.71,1.153,0.449,0.555,0.545,2.33,0.39,0.592,0.247,0.878,0.939,0
5.394,1.66,1.384,2.988,3.379,4.307,1.92,3.798,4.106,6.287,0.776,0.938,1.582,1.152,2.43,1.042,0.396,0.54,0.467,2.271,0.333,0.515,0.191,0.899,0.767,0
5.324,2.063,0.78,3.459,4.181,3.529,1.331,2.311,4.363,4.837,0.885,0.749,1.617,2.215,1.648,0.801,0.415,0.485,0.534,1.725,0.352,0.475,0.185,0.955,0.701,0
5.092,2.687,0.911,3.61,4.581,3.697,1.366,1.987,4.33,4.556,1.172,0.768,1.595,2.752,1.548,0.714,0.45,0.472,0.643,1.556,0.405,0.525,0.201,1.102,0.748,0
4.326,3.955,1.962,3.092,5.615,4.485,1.912,1.698,4.094,4.946,2.051,0.873,1.504,3.167,2.387,0.643,0.52,0.548,0.885,1.648,0.526,0.694,0.243,1.511,0.846,0
3.882,4.194,2.578,2.491,6.307,4.592,2.108,1.583,3.915,5.232,2.43,0.885,1.504,3.066,3.005,0.641,0.552,0.643,0.961,1.75,0.568,0.749,0.266,1.66,0.839,0
3.04,3.695,3.064,1.434,7.499,3.819,1.819,1.409,3.365,5.225,2.753,0.767,1.655,2.83,3.658,0.725,0.646,0.868,1.197,1.618,0.681,0.758,0.343,1.753,0.738,1
2.609,2.927,2.675,1.297,8.045,2.653,1.069,1.302,2.444,4.913,2.777,0.578,1.662,2.798,3.722,1.013,0.763,0.949,1.954,1.254,0.952,0.739,0.471,1.814,0.7,1
2.74,2.753,2.691,1.55,8.46,2.271,0.825,1.371,1.938,4.938,2.781,0.536,1.535,2.691,3.712,1.214,0.789,0.904,2.434,1.193,1.097,0.735,0.53,1.884,0.723,1
4.545,2.543,4.012,2.561,10.649,2.136,0.726,2.199,1.042,5.929,2.833,0.644,1.414,2.092,3.55,1.55,0.705,0.745,2.875,1.348,1.145,0.668,0.564,1.924,0.765,1
8.588,1.745,5.9,3.982,14.287,2.808,0.692,3.51,0.523,7.963,2.757,0.879,1.656,1.43,2.99,1.569,0.468,0.599,2.224,1.419,0.788,0.495,0.466,1.62,0.76,0
10.788,1.271,6.237,4.457,15.11,3.219,0.594,3.864,0.458,8.645,2.57,0.937,1.739,1.281,2.589,1.458,0.353,0.53,1.708,1.369,0.57,0.409,0.394,1.395,0.777,0
13.272,0.741,5.191,4.241,12.968,3.757,0.474,3.32,0.702,8.162,1.934,0.882,1.474,1.337,1.884,1.202,0.244,0.389,0.945,1.315,0.324,0.309,0.274,1.027,0.89,0
14.605,1.037,3.224,2.842,12.58,4.17,0.754,1.8,1.339,6.181,1.593,0.849,0.846,1.589,1.803,1.186,0.292,0.32,0.645,1.5,0.353,0.272,0.22,0.874,1.003,0
16.257,1.442,3.016,2.351,16.233,4.631,0.985,1.196,1.693,5.445,1.652,0.897,0.588,1.672,1.969,1.303,0.338,0.333,0.536,1.621,0.399,0.257,0.223,0.845,1.007,0
20.889,2.315,5.66,2.354,26.865,5.709,1.18,0.759,1.994,4.898,1.896,0.958,0.36,1.539,2.446,1.657,0.417,0.414,0.351,1.737,0.444,0.246,0.273,0.756,0.904,0
21.822,2.51,8.032,2.613,29.545,5.863,1.07,0.78,1.833,4.79,1.869,0.89,0.334,1.317,2.64,1.784,0.434,0.453,0.314,1.72,0.44,0.256,0.3,0.695,0.827,0
17.293,2.261,11.272,2.697,24.258,4.795,0.7,0.97,1.227,4.201,1.461,0.565,0.336,0.827,2.802,1.718,0.423,0.501,0.396,1.609,0.405,0.294,0.308,0.589,0.69,0
8.667,1.667,9.238,2.17,12.158,2.835,0.589,1.294,0.876,3.355,1.146,0.32,0.518,0.693,2.622,1.307,0.386,0.564,0.574,1.442,0.381,0.305,0.25,0.501,0.579,0
5.679,1.448,6.754,1.918,7.662,2.121,0.655,1.492,0.913,3.062,1.171,0.308,0.687,0.774,2.413,1.111,0.372,0.608,0.641,1.342,0.383,0.288,0.218,0.447,0.528,0
4.067,1.551,2.427,1.718,3.683,1.643,0.806,1.947,1.348,2.655,1.483,0.418,1.054,0.952,1.961,0.966,0.367,0.657,0.698,1.212,0.402,0.224,0.188,0.341,0.473,0
4.197,1.852,1.431,1.684,3.175,1.742,0.847,2.18,1.698,2.542,1.669,0.47,1.216,0.976,1.896,1.002,0.373,0.632,0.737,1.262,0.41,0.193,0.19,0.317,0.489,0
3.888,3.309,1.319,1.734,3.536,2.286,0.956,2.694,2.618,2.668,2.024,0.489,1.442,0.913,2.214,1.096,0.398,0.483,0.967,1.646,0.404,0.155,0.197,0.38,0.618,0
4.239,8.772,2.451,2.479,5.819,3.241,1.065,3.371,3.583,3.188,2.416,0.502,1.484,0.861,2.601,1.124,0.399,0.313,1.265,2.142,0.361,0.149,0.185,0.506,0.766,0
5.595,13.771,3.459,3.295,7.464,3.932,1.089,3.691,3.918,3.602,2.599,0.552,1.411,0.863,2.681,1.144,0.372,0.266,1.334,2.305,0.333,0.154,0.176,0.533,0.792,0
11.334,24.276,5.718,5.308,11.871,5.555,1.027,3.873,4.078,4.727,2.895,0.697,1.132,0.869,2.593,1.234,0.275,0.268,1.245,2.406,0.3,0.173,0.167,0.466,0.742,0
16.816,25.381,6.22,5.653,16.765,6.431,0.954,3.1,3.607,5.855,2.852,0.694,0.988,0.818,2.437,1.274,0.188,0.326,1.028,2.441,0.306,0.202,0.18,0.326,0.66,0
18.033,21.11,5.459,5.526,18.951,6.261,0.949,2.468,3.18,6.157,2.594,0.601,1.035,0.773,2.338,1.232,0.165,0.349,0.942,2.521,0.307,0.214,0.192,0.279,0.627,0
16.845,9.491,3.158,7.365,21.054,4.973,0.903,1.273,2.229,5.832,1.77,0.382,1.171,0.649,1.954,1.031,0.162,0.374,0.85,2.738,0.28,0.228,0.21,0.285,0.564,0
15.025,5.313,2.398,9.421,20.423,4.135,0.85,0.926,1.849,5.254,1.366,0.341,1.154,0.568,1.676,0.89,0.177,0.381,0.828,2.748,0.257,0.229,0.214,0.319,0.527,0
10.821,2.579,2.228,12.373,16.209,2.544,0.935,0.903,1.462,3.761,0.782,0.568,0.896,0.427,1.165,0.589,0.309,0.388,0.843,2.327,0.216,0.23,0.214,0.373,0.451,0
7.32,2.823,2.705,10.909,10.974,1.323,1.457,1.451,1.686,2.637,0.466,1.174,0.647,0.566,0.865,0.389,0.667,0.378,0.973,1.521,0.179,0.241,0.202,0.394,0.389,0
5.942,2.845,2.747,9.178,8.848,1.019,1.763,1.687,1.97,2.425,0.42,1.468,0.643,0.767,0.799,0.372,0.88,0.379,1.032,1.174,0.153,0.251,0.19,0.397,0.362,0
4.451,2.542,2.488,6.457,6.302,1.257,1.985,1.657,2.812,2.79,0.614,1.669,0.817,1.158,0.869,0.495,1.127,0.476,1.006,0.874,0.112,0.271,0.166,0.387,0.322,0
6.002,2.042,2.043,5.723,6.265,2.07,1.553,1.077,4.106,3.61,0.927,1.269,0.884,1.192,1.083,0.708,0.964,0.702,0.785,1.092,0.135,0.269,0.17,0.334,0.329,0
7.329,1.761,1.864,5.662,6.642,2.374,1.224,0.83,4.729,3.878,1.007,0.969,0.808,1.104,1.217,0.801,0.778,0.797,0.67,1.331,0.165,0.259,0.191,0.296,0.343,0
8.641,1.318,1.68,5.067,6.943,2.413,0.68,0.709,5.103,3.593,0.981,0.493,0.574,1.024,1.532,0.874,0.439,0.813,0.561,1.784,0.219,0.232,0.253,0.243,0.374,0
9.696,1.404,1.686,4.444,7.701,2.189,0.544,0.829,4.843,3.114,0.921,0.366,0.516,1.082,1.704,0.861,0.35,0.741,0.584,1.881,0.241,0.227,0.284,0.266,0.404,0
16.51,4.8,1.775,3.227,12.789,1.751,1.073,1.325,4.372,2.268,0.835,0.403,0.628,1.272,2.006,0.897,0.414,0.604,0.74,1.719,0.306,0.287,0.331,0.47,0.519,0
27.022,24.945,1.871,2.901,20.782,1.96,6.393,2.102,4.709,2.24,0.792,2.23,0.958,1.37,2.107,1.097,1.444,0.616,0.929,1.428,0.419,0.631,0.34,0.794,0.66,0
30.291,42.612,1.846,3.094,23.645,2.448,11.678,2.535,4.963,2.509,0.742,4.133,1.18,1.41,2.044,1.188,2.437,0.641,0.989,1.372,0.475,0.93,0.328,0.919,0.696,0
30.198,74.823,1.608,3.909,24.842,4.117,22.626,3.065,4.814,3.293,0.616,7.964,1.74,1.645,1.74,1.16,4.355,0.589,1,1.398,0.515,1.468,0.275,0.96,0.636,0
25.808,72.123,1.119,5.219,22.511,5.684,24.067,2.664,3.672,3.83,0.876,8.274,2.24,1.924,1.666,0.892,4.377,0.412,0.912,1.344,0.436,1.415,0.211,0.768,0.477,0
24.649,56.725,0.919,5.881,21.499,6.103,20.308,2.2,3.014,3.843,1.243,7,2.319,1.928,1.851,0.798,3.608,0.331,0.838,1.296,0.374,1.149,0.187,0.658,0.425,0
26.05,25.268,1.309,6.382,20.661,6.432,10.778,1.299,1.959,3.689,2.064,4.313,1.959,1.497,2.444,0.886,1.963,0.289,0.646,1.342,0.279,0.556,0.173,0.526,0.457,0
27.431,18.381,2.235,6.118,20.474,6.529,7.976,1.023,1.692,3.865,2.278,3.808,1.59,1.166,2.639,1.026,1.599,0.336,0.568,1.429,0.261,0.391,0.184,0.511,0.517,0
29.123,19.775,4.949,6.213,20.582,6.467,6.839,0.834,1.948,4.925,2.074,4.033,0.857,0.806,2.415,1.24,1.64,0.493,0.557,1.509,0.28,0.357,0.231,0.546,0.621,0
29.984,17.985,6.45,7.369,22.584,6.086,5.816,0.878,2.746,6.037,1.564,3.446,0.48,0.983,1.658,1.172,1.428,0.597,0.69,1.236,0.305,0.383,0.277,0.581,0.626,0
30.472,14.01,6.269,7.551,23.845,5.922,4.466,1.038,2.997,6.218,1.404,2.621,0.452,1.094,1.362,1.054,1.095,0.605,0.741,1.037,0.297,0.352,0.287,0.569,0.591,0
29.367,6.347,4.676,5.787,23.756,5.62,1.912,1.892,2.785,5.573,1.268,1.21,0.703,1.088,1.263,0.897,0.467,0.568,0.744,0.839,0.241,0.258,0.27,0.476,0.493,0
23.214,9.64,3.454,2.64,18.378,4.409,1.669,2.874,1.908,4.121,1.124,1.114,1.19,0.85,1.518,0.994,0.372,0.552,0.731,0.92,0.174,0.226,0.218,0.35,0.4,0
18.519,14.124,3.127,1.577,14.159,3.315,2.227,3.032,1.514,3.356,1.063,1.371,1.396,0.742,1.59,1.097,0.473,0.571,0.771,0.958,0.151,0.239,0.19,0.299,0.361,0
11.15,19.511,2.3,0.927,6.43,1.557,3.126,2.543,1.122,2.454,1.029,1.768,1.525,0.682,1.466,1.27,0.651,0.634,0.92,1.101,0.131,0.275,0.146,0.229,0.307,0
9.124,15.54,1.332,1.249,3.032,1.428,2.722,1.839,0.974,2.82,1.012,1.872,1.415,0.816,1.256,1.292,0.639,0.667,1.012,1.568,0.147,0.277,0.128,0.18,0.314,0
9.378,11.458,1.204,1.575,3.283,1.769,2.13,1.786,0.935,3.265,0.978,1.883,1.437,0.937,1.23,1.226,0.582,0.649,0.994,1.836,0.167,0.265,0.131,0.159,0.336,0
11.172,4.71,1.869,2.378,6.354,2.577,1.019,2.55,1.089,3.742,0.906,1.811,1.722,1.192,1.228,1.047,0.487,0.535,0.835,2.118,0.22,0.247,0.16,0.134,0.382,0
13.434,3.13,2.406,2.693,9.439,3.116,0.698,3.128,1.271,3.663,0.908,1.645,1.837,1.258,1.163,1.019,0.465,0.466,0.732,2.154,0.244,0.244,0.179,0.128,0.391,0
20.626,2.312,3.072,2.838,17.977,4.381,0.401,3.727,1.509,3.096,0.988,1.019,1.651,1.16,0.89,1.13,0.416,0.436,0.552,2.289,0.272,0.236,0.202,0.135,0.386,0
25.772,2.179,2.723,2.997,24.065,4.92,0.322,3.029,1.409,2.639,0.988,0.476,1.034,0.845,0.687,1.194,0.341,0.602,0.419,2.422,0.274,0.207,0.19,0.176,0.432,0
25.059,2.111,2.355,3.466,23.764,4.6,0.341,2.407,1.406,2.591,0.912,0.378,0.754,0.718,0.673,1.095,0.314,0.699,0.374,2.309,0.272,0.19,0.176,0.204,0.499,0
17.241,1.746,1.822,4.957,16.622,3.11,0.507,1.461,1.694,2.845,0.693,0.426,0.446,0.726,0.716,0.698,0.301,0.76,0.349,1.66,0.266,0.165,0.154,0.254,0.664,0
8.345,1.254,1.918,5.72,8.219,1.682,0.779,1.325,1.925,3.419,0.543,0.502,0.339,0.955,0.801,0.395,0.311,0.695,0.418,1.1,0.278,0.156,0.165,0.279,0.72,0
6.009,1.157,2.167,5.523,6.371,1.253,0.88,1.412,1.862,3.671,0.544,0.489,0.317,1.065,0.945,0.364,0.316,0.68,0.497,1.071,0.303,0.16,0.181,0.28,0.685,0
5.425,1.385,2.816,4.727,7.484,0.823,0.883,1.587,1.498,3.684,0.732,0.391,0.375,1.226,1.449,0.497,0.341,0.734,0.704,1.359,0.39,0.186,0.226,0.262,0.569,0
6.653,1.642,2.898,4.166,9.572,0.971,0.724,1.7,1.125,3.336,1.06,0.301,0.646,1.325,1.944,0.707,0.373,0.768,0.799,1.498,0.446,0.218,0.261,0.232,0.505,0
7.469,1.578,2.653,4.041,9.859,1.286,0.697,1.74,0.98,3.235,1.189,0.28,0.827,1.312,2.078,0.786,0.382,0.757,0.768,1.402,0.431,0.224,0.266,0.223,0.501,0
10.457,1.256,2.373,3.818,9.962,2.114,1.029,1.792,0.779,3.11,1.263,0.3,1.079,1.088,2.191,0.862,0.4,0.782,0.616,1.083,0.341,0.214,0.257,0.238,0.52,0
12.398,1.15,2.611,3.894,10.491,2.503,1.386,1.792,0.77,2.955,1.218,0.339,1.094,0.909,2.275,0.867,0.417,0.84,0.538,0.979,0.299,0.205,0.251,0.263,0.53,0
14.474,1.167,3.577,4.534,12.066,2.886,2.065,1.71,0.952,2.333,1.094,0.456,0.96,0.589,2.522,0.815,0.443,0.957,0.44,0.935,0.271,0.194,0.245,0.329,0.523,0
11.507,1.176,3.866,5.528,11.391,2.466,2.035,1.559,1.193,1.889,1.019,0.59,0.86,0.393,2.442,0.697,0.464,0.914,0.458,0.928,0.294,0.2,0.231,0.375,0.469,0
8.802,1.107,3.545,5.761,9.807,2.038,1.717,1.46,1.245,1.949,0.971,0.651,0.874,0.342,2.205,0.641,0.482,0.825,0.515,0.919,0.305,0.207,0.212,0.377,0.444,0
4.507,1.043,2.656,5.403,6.201,1.195,0.936,1.165,1.126,2.27,0.802,0.739,0.975,0.337,1.679,0.609,0.49,0.636,0.633,0.994,0.314,0.216,0.157,0.336,0.433,0
3.53,1.059,2.332,4.933,4.823,0.962,0.682,0.964,0.989,2.318,0.707,0.781,1.045,0.391,1.547,0.644,0.46,0.596,0.638,1.092,0.314,0.212,0.135,0.309,0.446,0
3.253,1.138,2.112,4.173,3.064,1.151,0.654,0.643,0.789,2.254,0.519,0.918,1.123,0.584,1.583,0.73,0.345,0.651,0.528,1.323,0.311,0.195,0.131,0.302,0.464,0
3.642,1.311,2.156,3.772,2.102,1.985,0.913,0.697,0.792,2.453,0.358,1.027,1.022,0.73,1.626,0.697,0.258,0.728,0.412,1.403,0.287,0.187,0.163,0.373,0.463,0
4.571,1.434,2.15,3.589,2.681,2.518,0.979,0.839,0.815,2.772,0.344,1.008,0.924,0.733,1.515,0.636,0.248,0.724,0.385,1.343,0.263,0.185,0.176,0.408,0.464,0
9.814,1.69,1.903,3.093,7.492,3.849,0.973,0.997,0.909,4.081,0.636,0.823,0.761,0.704,1.287,0.535,0.25,0.65,0.384,1.111,0.205,0.165,0.171,0.399,0.46,0
16.886,1.685,1.384,2.73,14.339,5.13,1.01,0.86,1.268,5.786,1.294,0.594,0.76,0.834,1.665,0.559,0.231,0.602,0.413,0.962,0.155,0.127,0.144,0.302,0.412,0
19.178,1.512,1.125,2.677,16.7,5.465,1.07,0.767,1.491,6.442,1.657,0.524,0.782,0.957,2.096,0.598,0.217,0.595,0.428,0.963,0.143,0.11,0.137,0.258,0.379,0
21.396,1.039,0.864,2.569,20.735,5.57,1.115,0.647,1.662,7.872,2.212,0.517,0.709,1.142,2.769,0.63,0.197,0.553,0.442,1.084,0.167,0.096,0.152,0.247,0.353,0
26.391,0.753,1.056,2.287,30.464,5.69,0.934,0.64,1.609,10.592,2.455,0.623,0.537,1.071,2.594,0.584,0.178,0.45,0.476,1.283,0.258,0.109,0.19,0.351,0.421,0
29.37,0.771,1.207,2.357,36.68,5.825,0.838,0.723,1.778,12.169,2.556,0.685,0.49,1.015,2.581,0.556,0.166,0.405,0.528,1.397,0.319,0.127,0.205,0.429,0.468,0
29.363,1.043,1.468,3.211,41.643,5.504,0.81,1.173,2.608,13.201,2.804,0.832,0.511,1.152,3.705,0.512,0.139,0.375,0.66,1.586,0.425,0.195,0.216,0.58,0.517,0
25.042,1.223,1.649,3.752,37.885,4.909,0.934,1.476,2.988,11.985,2.916,0.971,0.554,1.41,4.668,0.499,0.13,0.378,0.7,1.621,0.452,0.237,0.221,0.631,0.508,0
12.832,1.391,2.321,4.65,23.112,3.658,1.568,1.817,3.266,7.643,2.999,1.414,0.665,2.183,5.826,0.525,0.156,0.366,0.736,1.51,0.438,0.292,0.245,0.693,0.46,0
5.992,1.188,2.808,6.058,13.277,3.246,2.288,1.495,3.391,5.105,2.761,1.714,0.775,2.794,5.255,0.598,0.241,0.314,0.858,1.251,0.379,0.28,0.277,0.776,0.45,0
5.069,1.02,2.744,7.111,12.525,3.232,2.397,1.231,3.552,5.251,2.622,1.658,0.791,2.845,4.703,0.63,0.294,0.288,0.943,1.135,0.358,0.257,0.287,0.817,0.477,0
4.34,0.684,2.282,8.763,13.29,3.273,1.93,1.131,3.647,7.554,2.617,1.152,0.741,2.34,3.898,0.678,0.394,0.295,1.032,1.007,0.348,0.214,0.285,0.803,0.568,0
4.416,0.576,2.111,9.213,13.243,3.664,1.529,1.391,3.458,9.317,2.699,0.833,0.7,1.89,3.644,0.707,0.431,0.326,1.011,0.993,0.355,0.201,0.274,0.731,0.596,0
10.965,0.609,1.989,9.588,13.495,6.64,0.997,2.102,2.822,12.399,2.654,0.419,0.608,1.014,2.953,0.987,0.466,0.377,0.883,1.049,0.416,0.178,0.237,0.522,0.553,0
28.911,1.256,1.956,11.34,17.602,11.75,1.04,2.26,2.45,12.561,2.345,0.409,0.471,0.641,2.019,1.879,0.427,0.361,0.735,1.26,0.633,0.155,0.189,0.379,0.459,0
38.424,1.857,1.89,13.114,20.426,13.56,1.122,2.042,2.368,11.234,2.262,0.499,0.399,0.672,1.693,2.42,0.387,0.348,0.667,1.361,0.788,0.158,0.17,0.355,0.45,0
45.34,3.29,1.908,17.121,21.968,12.814,1.117,1.354,2.054,6.915,2.284,0.767,0.406,0.868,1.419,2.961,0.322,0.36,0.547,1.354,1.003,0.213,0.156,0.36,0.54,0
38.277,3.897,2.196,17.193,17.174,8.085,0.909,0.844,1.75,3.343,2.192,1.028,0.841,0.867,1.339,2.391,0.337,0.408,0.514,1.101,0.91,0.286,0.171,0.377,0.648,0
36.227,3.676,2.351,15.745,14.951,6.011,0.769,0.715,1.734,2.606,2.065,1.088,1.188,0.786,1.534,1.901,0.383,0.427,0.549,1.036,0.788,0.316,0.192,0.388,0.687,0
38.75,2.631,2.486,12.291,13.886,4.154,0.519,0.616,1.886,2.996,1.867,1.008,1.766,0.592,2.86,1.2,0.541,0.432,0.661,1.287,0.649,0.418,0.27,0.478,0.841,0
38.898,2.122,2.4,10.886,13.795,3.951,0.46,0.59,1.926,3.73,1.819,0.898,1.877,0.532,3.802,1.064,0.631,0.424,0.702,1.558,0.678,0.503,0.322,0.575,0.976,0
27.456,1.547,2.049,8.711,10.489,3.265,0.517,0.578,1.767,4.86,1.671,0.64,1.843,0.531,4.988,0.944,0.73,0.413,0.74,1.953,0.793,0.657,0.415,0.803,1.219,0
11.192,1.414,2.036,6.687,5.721,2.161,0.808,0.772,1.417,4.597,1.347,0.43,1.813,0.638,4.374,0.786,0.627,0.442,0.803,1.726,0.722,0.635,0.44,0.89,1.148,0
6.508,1.404,2.442,6.095,4.497,1.748,1.03,0.963,1.291,4.105,1.168,0.367,1.892,0.698,3.666,0.724,0.534,0.52,0.89,1.439,0.611,0.557,0.424,0.872,0.991,0
